title,year,album,artist,lyrics,lyricist,metaphors
අප්පච්චී,2004,රැඩිකල් ප්‍රේමය,කසුන් කල්හාර,"සියක් උල්පත් මවා දී
නිසලවම හිඳිනා
නමක් නැති මහ කන්ද ඔබ
අප්පච්චී, අප්පච්චී

ඔබෙන් දිය ලැබ සාර වූ
තුරුණු කෙත්වතු දෙස බලා
නොපෙනෙනා තරමින් සිනාසී
නිසලවම හිඳිනා
අප්පච්චී, අප්පච්චී

මෙහෙවරට ආවැයි සිතා
වෙහෙස නොබලා වෙහෙසෙනා
තෙත් ගුණය මෙත් ගුණය සඟවා
අකම්පිත වත පා
අප්පච්චී, අප්පච්චී

සියක් උල්පත් මවා දී
නිසලවම හිඳිනා
නමක් නැති මහ කන්ද ඔබ
අප්පච්චී, අප්පච්චී",කසුන් කල්හාර,"[{""songPart"":""සියක් උල්පත් මවා දී\nනිසලවම හිඳිනා"",""type"":""ව්යංග රූපකය"",""sourceDomain"":""උල්පත්"",""targetDomain"":""සැප සම්පත්, හොඳ සිරිත් විර්ත්, දැනුම, ආකල්ප"",""interpretation"":""පියා දරුවන්ට සියලු සැප සම්පත්, හොඳ සිරිත් විර්ත්, දැනුම, ආකල්ප ලබා දී ඇති බව""},{""songPart"":""ඔබෙන් දිය ලැබ සාර වූ\nතුරුණු කෙත්වතු දෙස බලා"",""type"":""ව්යංග රූපකය"",""sourceDomain"":""දිය"",""targetDomain"":""හොඳ සිරිත් විර්ත්, දැනුම, ආකල්ප"",""interpretation"":""ගුරුවරයාගෙන් හොඳ සිරිත් විර්ත්, දැනුම, ආකල්ප ලබා ගෙන හොඳින් ජීවත් වෙන සිසුන්""}]"
නොහඬන් ළඳුනේ,2018,සුභා කියා,පුන්සිරි සොයිසා,"නොහඬන් ළඳුනේ
නොහඬන් ළඳුනේ
නොහඬන් ළඳුනේ
නොහඬන් ළඳුනේ

සුරා පොදක් මා තොල ගෑ පමණින්
සුරා සොඬෙකු වේදෝ
ඇය අත ගෙන රැඟුමක් පෑ පමණින්
මා සලලෙකු වේදෝ, ඕ...
මා සලලෙකු වේදෝ

නොහඬන් ළඳුනේ
නොහඬන් ළඳුනේ
නොහඬන් ළඳුනේ
නොහඬන් ළඳුනේ

ඔබේ උපන්දින ප්රිය සාදයෙදී
බමන මතින් රස ගීයක් ගැයුවට
සුමුදු අතක් ගෙන රැඟුමක් රැඟුවට
මා සලෙලෙකු වේදෝ
මා සලෙලෙකු වේදෝ, ඕ...
මා සලෙලෙකු වේදෝ

නොහඬන් ළඳුනේ
නොහඬන් ළඳුනේ
නොහඬන් ළඳුනේ
නොහඬන් ළඳුනේ

දහසක් මිතු කැල රඟනා වේලේ
ඔබේ උපන්දින සමරන මොහොතේ
පසෙකට වී කිරිදරුවෙකු වාගේ
ඉකිබිඳ හඬනු එපා
ඉකිබිඳ හඬනු එපා, ආ...
ඉකිබිඳ හඬනු එපා

නොහඬන් ළඳුනේ
නොහඬන් ළඳුනේ
නොහඬන් ළඳුනේ
නොහඬන් ළඳුනේ

සුරා පොදක් මා තොල ගෑ පමණින්
සුරා සොඬෙකු වේදෝ
ඇය අත ගෙන රැඟුමක් පෑ පමණින්
මා සලෙලෙකු වේදෝ, ඕ...
මා සලෙලෙකු වේදෝ

නොහඬන් ළඳුනේ
නොහඬන් ළඳුනේ
නොහඬන් ළඳුනේ
නොහඬන් ළඳුනේ",චන්ද්‍රසේන රංගේ,"[{""songPart"":""කිරිදරුවෙකු "",""type"":""සම්මත රූපකය"",""sourceDomain"":""කිරිදරුවා"",""targetDomain"":""පෙම්වතිය"",""interpretation"":""කිරි බොන වයසේ දරුවකු ලෙස හඬන්න එපා""}]"
අදුර නසන්නට,2018,සුභා කියා,පුන්සිරි සොයිසා,"අදුර නසන්නට පහනක් ලෙස දැල්වී
හත්දින්නක් තරු පොකුරේ ඔබ සැගවේ

අදුර නසන්නට පහනක් ලෙස දැල්වී
හත්දින්නක් තරු පොකුරේ ඔබ සැගවේ

මට අහිමිව යන ඔබේ සිනා කැකුලයි
සමුගන්නට බෑ හිතේ හැගුම් සසලයි
හිත් රිවන්නට සෙනෙහස මෝදු වෙලා
අපි දෙන්නා අද දෙතැනක නතර වෙලා

අදුර නසන්නට පහනක් ලෙස දැල්වී
හත්දින්නක් තරු පොකුරේ ඔබ සැගවේ
දෙසිතක සැගවුන සෙනෙහස මාතක තියේ
හඩාවැටෙන්නට අපි නොදරුවන් නොවේ
මට දුන් සවියම ඔබට සවිය වේවා

තහනම් බැමි නැති ලොවකදි හමු වේවා
අදුර නසන්නට පහනක් ලෙස දැල්වී
හත්දින්නක් තරු පොකුරේ ඔබ සැගවේ
අදුර නසන්නට පහනක් ලෙස දැල්වී
හත්දින්නක් තරු පොකුරේ ඔබ සැගව",කුලරත්න ආරියවංශ,"[{""songPart"":""අදුර නසන්නට පහනක් ලෙස දැල්වී"",""type"":""සම්මත රූපකය"",""sourceDomain"":""පහනක්"",""targetDomain"":""අරුතක්"",""interpretation"":""ඇය ඔහුගේ ජීවිතය‍ට අරුතක් ගෙන ආ බව""}]"
බිඳුවක් ඉවසා,2018,සුභා කියා,පුන්සිරි සොයිසා,"බිඳුවක් ඉවසා අහන්න හිතවත
අහන්න හිතවත
ඈ මගේ පෙම්වතියයි
කිසිදා නොලබන පෙමක් පතා ඔබ
ඇය රිදවනු වැරදියි
ඇය රිදවනු වැරදියි
මා ඇය හඳුනා ගන්නට පෙර සිට
මා ඇය හඳුනා ගන්නට පෙර සිට
ඔබ ඇය හඳුනා සිටි නමුදු
ඔබට නොවේ ඈ මටයි පෙම් කළේ
දුක් නොම දෙනු ළඳකට එබඳු
බිඳුවක් ඉවසා අහන්න හිතවත
අහන්න හිතවත
ඈ මගේ පෙම්වතියයි
කිසිදා නොලබන පෙමක් පතා ඔබ
ඇය රිදවනු වැරදියි
ඇය රිදවනු වැරදියි
කුරුළු කිරිල්ලන් කූඩු තැනූ පසු
කුරුළු කිරිල්ලන් කූඩු තැනූ පසු
සිඳ බිඳ වනසාලනු හරි නෑ
සොයුරු පෙමින් ඔබේ ඇසුර පැතූ ඈ
වරදක පොලඹන සිත යුතු නෑ
බිඳුවක් ඉවසා අහන්න හිතවත
අහන්න හිතවත
ඈ මගේ පෙම්වතියයි
කිසිදා නොලබන පෙමක් පතා ඔබ
ඇය රිදවනු වැරදියි
ඇය රිදවනු වැරදියි",සමන් චන්ද්‍රනාත් වීරසිංහ,"[{""songPart"":""කුරුළු කිරිල්ලන් කූඩු තැනූ පසු\nසිඳ බිඳ වනසාලනු හරි නෑ"",""type"":""ව්යංග රූපකය"",""sourceDomain"":""කුරුළු කිරිල්ලන්"",""targetDomain"":"" ආදරවන්තයන්"",""interpretation"":"" ආදරවන්තයන් අතරට පැමිණ, එම සම්බන්දය නැති කරන්න එපා ""}]"
දෙගුරුන් වෙනුවෙන්,2018,සුභා කියා,පුන්සිරි සොයිසා,"දෙගුරුන් වෙනුවෙන් සෙනෙහස බිළිදී
ගියත් මැකී ඔබ මගේ ලොවින්
හද බැඳි කුළුඳුල් සෙනෙහස නොසිඳී
සදා රැඳෙනු ඇත ඔබේ නමින්

වෙන්වී යන මුත් දුරින් දුරට ඔබ
මෙසේ දුරස් වී ගතින් නොවේ
තනි නොකරමි ඔබ දිවි ඇති තුරු මම
රැඳී සිටින්නෙමි සිතින් ළඳේ

කඳුලින් සමුගෙන වෙන්වී යන මුත්
සුසුමක රඳවා පැතුම් මෙසේ
බැඳි සිත් නොබිඳින ලෝවකදි සසරේ
හමුවෙමු මතු අපි භවෙන් භවේ

දෙගුරුන් වෙනුවෙන් සෙනෙහස බිළිදී
ගියත් මැකී ඔබ මගේ ලොවින්
හද බැඳි කුළුඳුල් සෙනෙහස නොසිඳී
සදා රැඳෙනු ඇත ඔබේ නමින්",කුලරත්න ආරියවංශ,"[{""songPart"":""ගියත් මැකී ඔබ මගේ ලොවින්"",""type"":""ව්යංග රූපකය"",""sourceDomain"":""මැකී"",""targetDomain"":""ඈත් වෙනවා"",""interpretation"":""ඇය ඔහුගෙන් ඈත් වී ඇති බව""},{""songPart"":""හද බැඳි කුළුඳුල් සෙනෙහස නොසිඳී"",""type"":""ව්යංග රූපකය"",""sourceDomain"":""කුළුඳුල්"",""targetDomain"":""මුල්ම"",""interpretation"":""හදවතට දැනුනු මුල්ම ආදරය අමතක නොවන බව""}]"
එගොඩත් මෙගොඩත්,2018,සුභා කියා,පුන්සිරි සොයිසා,"එගොඩත් මෙගොඩත් ගම් යා කරලා
පාලම සාදා බලා සිටින්නේ
ඔබ මා වෙත පිය නගන තුරා
ඔබ මා වෙත පිය නගන තුරා

පෙර ලෙස අබලන් ඔරුවේ නැගලා
එගොඩට යන්නට ඇයිද සිතන්නේ
සිහිය විකල් වූ කෙනෙකු නියා
සිහිය විකල් වූ කෙනෙකු නියා

එගොඩත් මෙගොඩත් ගම් යා කරලා
පාලම සාදා බලා සිටින්නේ
ඔබ මා වෙත පිය නගන තුරා
ඔබ මා වෙත පිය නගන තුරා

මල්බර තුරුලිය, පීදෙන කෙත් වතු
අප හට ආසිරි පවසනු වැන්නේ
වඩිනු මැනවි පා සලඹ සලා
වඩිනු මැනවි පා සලඹ සලා

එගොඩත් මෙගොඩත් ගම් යා කරලා
පාලම සාදා බලා සිටින්නේ
ඔබ මා වෙත පිය නගන තුරා
ඔබ මා වෙත පිය නගන තුරා",එච් කුසුමපාල,"[{""songPart"":""එගොඩත් මෙගොඩත් ගම් යා කරලා\nපාලම සාදා බලා සිටින්නේ"",""type"":""ව්යංග රූපකය"",""sourceDomain"":""පාලම"",""targetDomain"":""කරුණු කාරණා"",""interpretation"":""ඔවුන් දෙදෙනාට එකතු වීමට අවශ්‍ය කරුණු කාරණා සපුරා ඇති බව""}]"
එකම මගක,2018,සුභා කියා,පුන්සිරි සොයිසා,"එකම මගක පියවර මැන යන්නය
එකම බිමක සෙවනැළි පැටලෙන්නයි
සෙනේ දියෙන් මීවිත පිරවෙන්නයි
මගේ පැතුම ඔබ මට හිමිවෙන්නයි
මගේ පැතුම ඔබ මට හිමිවෙන්නයි

වැලේ පිපුණු මල නොවේ වැලට බර
බිඟුන් සරාවී බැලුම් හෙලා
හිතේ රැඳුණු පෙම නොම දෙන් රටකට
හිතේ රැඳුණු පෙම නොම දෙන් රටකට
මගේ ලොවින් පිට නොයන් පලා
මගේ ලොවින් පිට නොයන් පලා

එකම මගක පියවර මැන යන්නයි
එකම බිමක සෙවනැළි පැටලෙන්නයි
සෙනේ දියෙන් මීවිත පිරවෙන්නයි
මගේ පැතුම ඔබ මට හිමිවෙන්නයි
මගේ පැතුම ඔබ මට හිමිවෙන්නයි

මගේ ලොවට සඳ ඔබේ සිඟිති මුව
අගින් එබේවී හැඟුම් මවා
ඔබේ පිනට මතු මගේ ගෙපැල ළඟ
ඔබේ පිනට මතු මගේ ගෙපැල ළඟ
කුසුම් පිපේවා පවන් සලා
කුසුම් පිපේවා පවන් සලා

එකම මගක පියවර මැන යන්නයි
එකම බිමක සෙවනැළි පැටලෙන්නයි
සෙනේ දියෙන් මීවිත පිරවෙන්නයි
මගේ පැතුම ඔබ මට හිමිවෙන්නයි
",ප්‍රේමකීර්ති ද අල්විස්,"[{""songPart"":""මගේ ලොවට සඳ ඔබේ සිඟිති මුව"",""type"":""ව්යංග රූපකය"",""sourceDomain"":""සඳ"",""targetDomain"":""මුව"",""interpretation"":""සඳ දීප්තිමත් ලෙස ඇයගෙ මුහුණ අලන්කාර බව""},{""songPart"":""බිඟුන් සරාවී බැලුම් හෙලා"",""type"":""ව්යංග රූපකය"",""sourceDomain"":""බිඟුන්"",""targetDomain"":""අනෙකුත් අය"",""interpretation"":"" අනෙකුත් අය ඔබගේ ආදරය දිනා ගැනීමට උබ පසුපස පැමිණේවි""}]"
ගංගා දිය වැල් ගලා,,,පුන්සිරි සොයිසා,"ගංගා දිය වැල් ගලා
යන ලෙස ඉදිරිය බලා
බාධක හැම බිඳ හෙලා
යමු යමු පෙරමුණ බලා

ගංගා දිය වැල් ගලා
යන ලෙස ඉදිරිය බලා
බාධක හැම බිඳ හෙලා
යමු යමු පෙරමුණ බලා


වන පෙත් හෙලි වේ
රන් කෙත් සරු වේ
කම්හල් ඉදිවේ, මේ දෙරණේ
ජන රජ දහනේ
ජය දද හෙවණේ
අප අද බොන්නේ ජය පානේ

ගංගා දිය වැල් ගලා
යන ලෙස ඉදිරිය බලා
බාධක හැම බිඳ හෙලා
යමු යමු පෙරමුණ බලා

අළුයම අහසේ
පායන හිරු සේ
පිබිදී හඬවා ජය සංකා
සව් සිරි සපුරා
රන් කෙත් වපුරා
සුරකිව් සැමදා ශ්‍රී ලංකා

ගංගා දිය වැල් ගලා
යන ලෙස ඉදිරිය බලා
බාධක හැම බිඳ හෙලා
යමු යමු පෙරමුණ බලා

ගංගා දිය වැල් ගලා
යන ලෙස ඉදිරිය බලා
බාධක හැම බිඳ හෙලා
යමු යමු පෙරමුණ බලා

යමු යමු පෙරමුණ බලා

යමු යමු පෙරමුණ බලා
යමු යමු පෙරමුණ බලා",,"[{""songPart"":""රන් කෙත්"",""type"":""සම්මත රූපකය"",""sourceDomain"":""රන් කෙත්"",""targetDomain"":""කුඹුර"",""interpretation"":""පීදුනු ගොයම""},{""songPart"":""අළුයම අහසේ\nපායන හිරු සේ"",""type"":""ව්යංග රූපකය"",""sourceDomain"":""හිරු"",""targetDomain"":""ගොවියන්"",""interpretation"":""හිරු පෑයීමටත් පෙර අවදි වී""}]"
මේ බස් නැවතුම,2018,සුභා කියා,පුන්සිරි සොයිසා,"මේ බස් නැවතුම පෙර හැමදිනකම
අප හමුවුණ හැටි දැන උන්නේ
මා තනිවුණ බව ඔබ සමුගෙන බව
බස් නැවතුම තව නෑ 

මේ බස් නැවතුම පෙර හැමදිනකම
අප හමුවුණ හැටි දැන උන්නේ
මා තනිවුණ බව ඔබ සමුගෙන බව
බස් නැවතුම තව නෑ දන්නේ

ඉස්සර හවසට මා එනතුරු ඔබ
මෙතනම සිටියා දෙනෙත අයා
එකම රියක නැග එකම අසුනෙ ඉඳ
ගිය හැටි මතකයි තවම එදා

මේ බස් නැවතුම පෙර හැමදිනකම
අප හමුවුණ හැටි දැන උන්නේ
මා තනිවුණ බව ඔබ සමුගෙන බව
බස් නැවතුම තව නෑ දන්නේ

ප්රේමය නිමවුණ මා අද තනිවම
රියකට මෙතැනින් ගොඩ වෙනවා
ඒ රියෙහිම ඔබ තව කෙනෙකුන් ළඟ
එකම අසුනේ ඉඳගෙන යනවා

මේ බස් නැවතුම පෙර හැමදිනකම
අප හමුවුණ හැටි දැන උන්නේ
මා තනිවුණ බව ඔබ සමුගෙන බව
බස් නැවතුම තව නෑ දන්නේ",චන්ද්‍රදාස ප්‍රනාන්දු,"[{""songPart"":""මේ බස් නැවතුම පෙර හැමදිනකම\nඅප හමුවුණ හැටි දැන උන්නේ\nමා තනිවුණ බව ඔබ සමුගෙන බව\nබස් නැවතුම තව නෑ දන්නේ"",""type"":""ව්යංග රූපකය"",""sourceDomain"":""බස් නැවතුම"",""targetDomain"":""කාලය"",""interpretation"":"" ආදර සම්බන්දය බොහෝ කලක් පැවති එකක් බවත්, එය අවසන් වී වැඩි කලක් ගතවී නැති බවත්""}]"
ඇව්ලුණු ගිනිදැල්,2018,එදා මෙදා තුර,සනත් නන්දසිරි,"ඇව්ලුණු ගිනිදැල් නිවි නිවි යද්දී
ඈ මට හමුවූවා
සුපිපුණු වනමල් සුවඳ හමද්දී
ඈ මට හමුවූවා

ඇව්ලුණු ගිනිදැල් නිවි නිවි යද්දී...

රන් කෙඳි දහරින් පෙරි පෙරි ඉතිරී
රන් කෙඳි දහරින් පෙරි පෙරි ඉතිරී
හිරු අවරට ඇදුනා
පාළුව තනිකම රජයන විටදී
පාළුව තනිකම රජයන විටදී
ඈ මට හමුවූවා

ඇව්ලුණු ගිනිදැල් නිවි නිවි යද්දී
ඈ මට හමුවූවා
ඇවිලුණු ගිනිදැල් නිවි නිවි යද්දී...

සුසිනිඳු සළුවක් සුළඟට ඇඹරී
සුසිනිඳු සළුවක් සුළඟට ඇඹරී
රහසක් මට කීවා
සුදු මුදු වැල්ලේ සිටියදී තනිවී
සුදු මුදු වැල්ලේ සිටියදී තනිවී
ඈ මට හමුවූවා

ඇව්ලුණු ගිනිදැල් නිවි නිවි යද්දී
ඈ මට හමුවූවා
සුපිපුණු වනමල් සුවඳ හමද්දී
ඈ මට හමුවූවා",විමලධර්ම ජයවීර,"[{""songPart"":""සුපිපුණු වනමල් සුවඳ හමද්දී"",""type"":""ව්යංග රූපකය"",""sourceDomain"":""සුපිපුණු වනමල්"",""targetDomain"":""රාත්‍රී කාලය"",""interpretation"":""වනමල් පිපෙන්නේ රාත්‍රී කාලයටයි, රාත්‍රී කාලය ගැන පැවසේ""}]"
දේදුන්නෙන් එන සමනලුනේ,2011,දුලීකා,සනත් නන්දසිරි,"දේදුන්නෙන් එන සමනලුනේ
ගම් මැද්දේ පොඩි කුරුල්ලනේ
රෑන් රෑන් ඇවිදිල්ලා
අපේ ළඟින් ඉඳහල්ලා

දේදුන්නෙන් එන සමනලුනේ

දවසක් දා බෝ මළුවේ
හමු වූ දා කදි අපි දෙන්නා
පහනක් දල්වා එකම හිතින්
පැතූ පැතුම් තෙපි නෑ දන්නේ

භවෙන් භවය පෙර ආවා සේ
භවෙන් භවය මතු සංසාරේ
නිවන් දක්නා ජාති දක්වා
එකට බැඳී ඉන්නයි පැතුවේ

දේදුන්නෙන් එන සමනලුනේ
ගම් මැද්දේ පොඩි කුරුල්ලනේ
රෑන් රෑන් ඇවිදිල්ලා
අපේ ළඟින් ඉඳහල්ලා

දේදුන්නෙන් එන සමනලුනේ

ආදරයේ සුවඳ ලෙනේ
තනිවී උන්නා අපි දෙන්නා
කාන්සියක් හෙම නෑ දැනුණේ
පෙති දිලුණා වන මල් 

අප පය පාමුල සතුටු ගඟේ
තාමත් ආදර රැළිති නැඟේ
කියව් කුරුල්ලනි මලින් මලට හෙට
අපේ අහිංසක කතන්දරේ

දේදුන්නෙන් එන සමනලුනේ
ගම් මැද්දේ පොඩි කුරුල්ලනේ
රෑන් රෑන් ඇවිදිල්ලා
අපේ ළඟින් ඉඳහල්ලා

දේදුන්නෙන් එන සමනලුනේ
දේදුන්නෙන් එන සමනලුනේ",අජන්තා රණසිංහ,"[{""songPart"":""දේදුන්නෙන් එන සමනලුනේ"",""type"":""ව්යංග රූපකය"",""sourceDomain"":""දේදුන්නෙන්"",""targetDomain"":""වර්ණවත්"",""interpretation"":""වර්ණවත් සමනලුන්""}]"
එක යායට මල් පීදුණු,2011,දුලීකා,සනත් නන්දසිරි,"එක යායට මල් පීදුණු බිම් තීරේ
පාර දිගේ කනින් කනට කොඳුර, කොඳුර
ඔබයි මමයි විතරයි හිටියේ
එක යායට මල් පීදුණු බිම් තීරේ
පාර දිගේ කනින් කනට කොඳුර, කොඳුර
ඔබයි මමයි විතරයි හිටියේ

රාස්සිගේ අව්ව වැටී
දඹ රන් වූ ඔබ කෙහෙරැළි
රාස්සිගේ අව්ව වැටී
දඹ රන් වූ ඔබ කෙහෙරැළි
සුළං සමඟ පොර බැදුවා
ඔබට මතක නැති උනාට
අද වාගේ මතකයි 

එක යායට මල් පීදුණු බිම් තීරේ
පාර දිගේ කනින් කනට කොඳුර, කොඳුර
ඔබයි මමයි විතරයි හිටියේ

ගොපලු කොලුගෙ බට නලාව
සංගීතය මවන අතර
ගොපලු කොලුගෙ බට නලාව
සංගීතය මවන අතර
දොලේ දියෙන් පා දෙව්වා
ඔබට මතක නැති උනාට
අද වාගේ මතකයි මට

එක යායට මල් පීදුණු බිම් තීරේ
පාර දිගේ කනින් කනට කොඳුර, කොඳුර
ඔබයි මමයි විතරයි හිටියේ
එක යායට මල් පීදුණු බිම් තීරේ
පාර දිගේ කනින් කනට කොඳුර, කොඳුර
ඔබයි මමයි විතරයි හිටියේ

කොඳුර, කොඳුර
ඔබයි මමයි විතරයි හිටියේ
කොඳුර, කොඳුර
ඔබයි මමයි විතරයි හිටියේ
කොඳුර, කොඳුර
ඔබයි මමයි විතරයි හිටියේ",සුනිල් ආරියරත්න,"[{""songPart"":""දඹ රන් වූ"",""type"":""සම්මත රූපකය"",""sourceDomain"":""දඹ රන්"",""targetDomain"":""රත්‍රන්"",""interpretation"":""රත්‍රන් පැහැ වූ""}]"
සඳළුතලේ හිඳ,2011,දුලීකා,සනත් නන්දසිරි,"සඳළුතලේ හිඳ පෙර මග බලනා
මානවිකාවිය, ඔබට කියන වග නම්
ඔබ ගෙන යන්නට සහපිරිවර හා
මා එන්නේ නැත රන් දෝලාවෙන් නම්

සඳළුතලේ හිඳ පෙර මග බලනා
මානවිකාවිය, ඔබට කියන වග නම්
ඔබ ගෙන යන්නට සහපිරිවර හා
මා එන්නේ නැත රන් දෝලාවෙන් නම්

ඇත් හල්, අස් හල්, සිව්රඟ සේනා
දැසි දස් පිරිවර සහ රන් දෝලා
ඇත් හල්, අස් හල්, සිව්රඟ සේනා
දැසි දස් පිරිවර සහ රන් දෝලා
පැතූ වගක් ඔබ මා සිතුවේ නැත
සෙනේහයේ මුල් අකුරු කියූ දින
අචිරවතී ගං ඉවුරු තලේ

සඳළුතලේ හිඳ පෙර මග බලනා
මානවිකාවිය, ඔබට කියන වග නම්
ඔබ ගෙන යන්නට සහපිරිවර හා
මා එන්නේ නැත රන් දෝලාවෙන් නම්

රන් පට, රන් සළු, දර්ශන මාලා
මැදුරු, සඳළුතල, මංගල යානා
රන් පට, රන් සළු, දර්ශන මාලා
මැදුරු, සඳළුතල, මංගල යානා
නිසරු ඉසුරකට ම හදේ ඉඩ නැත
ඔබගෙන් සමුගෙන ඈතට යන්නට
ඉතින් අවසරයි කුමාරියේ

සඳළුතලේ හිඳ පෙර මග බලනා
මානවිකාවිය, ඔබට කියන වග නම්
ඔබ ගෙන යන්නට සහපිරිවර හා
මා එන්නේ නැත රන් දෝලාවෙන් නම්
",undefined,"[{""songPart"":""ඇත් හල්, අස් හල්, සිව්රඟ සේනා\nදැසි දස් පිරිවර සහ රන් දෝලා\nඇත් හල්, අස් හල්, සිව්රඟ සේනා\nදැසි දස් පිරිවර සහ රන් දෝලා\nපැතූ වගක් ඔබ මා සිතුවේ නැත"",""type"":""ව්යංග රූපකය"",""sourceDomain"":""ඇත් හල්, අස් හල්, රන් දෝලා"",""targetDomain"":""මිල මුදල්, සැප සම්පත්"",""interpretation"":""මිල මුදල්, සැප සම්පත් මාගෙන් පැතුබව මා දන්නේ නැත""},{""songPart"":""රන් පට, රන් සළු, දර්ශන මාලා\nමැදුරු, සඳළුතල, මංගල යානා\nරන් පට, රන් සළු, දර්ශන මාලා\nමැදුරු, සඳළුතල, මංගල යානා\nනිසරු ඉසුරකට ම හදේ ඉඩ නැත\nඔබගෙන් සමුගෙන ඈතට යන්නට\nඉතින් අවසරයි කුමාරියේ"",""type"":""ව්යංග රූපකය"",""sourceDomain"":""රන් පට, රන් සළු, දර්ශන මාලා, මැදුරු, සඳළුතල"",""targetDomain"":""මිල මුදල්, සැප සම්පත්"",""interpretation"":""මිල මුදල්, සැප සම්පත් මා ලග නැති නිසා මා ඔබෙන් ඈත් වෙනවා""}]"
